曲名,難易度,STDORDX,譜面定数,レベル,画像ファイル名
Splash Dance!!,ADVANCED,DX,7.5,7,Splash Dance!!.png
まっすぐ→→→ストリーム！,ADVANCED,DX,7.5,7,まっすぐ→→→ストリーム！.png
brilliant better,ADVANCED,STD,7.5,7,brilliant better.png
私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察,ADVANCED,STD,7.5,7,私の中の幻想的世界観及びその顕現を想起させたある現実での出来事に関する一考察.png
オーケー？　オーライ！,ADVANCED,DX,7.5,7,オーケー？　オーライ！.png
単一指向性オーバーブルーム,ADVANCED,DX,7.5,7,単一指向性オーバーブルーム.png
はちみつアドベンチャー,ADVANCED,DX,7.5,7,はちみつアドベンチャー.png
popcorn,ADVANCED,DX,7.5,7,popcorn.png
BOKUTO,ADVANCED,DX,7.5,7,BOKUTO.png
ようこそジャパリパークへ,ADVANCED,STD,7.6,7,ようこそジャパリパークへ.png
HIMITSUスパーク,ADVANCED,STD,7.6,7,HIMITSUスパーク.png
ジンギスカン,ADVANCED,STD,7.6,7,ジンギスカン.png
ありふれたせかいせいふく,ADVANCED,STD,7.6,7,ありふれたせかいせいふく.png
二息歩行,ADVANCED,STD,7.6,7,二息歩行.png
命ばっかり,ADVANCED,STD,7.6,7,命ばっかり.png
フィクサー,ADVANCED,STD,7.6,7,フィクサー.png
ハッピーシンセサイザ,ADVANCED,STD,7.6,7,ハッピーシンセサイザ.png
ドーナツホール,ADVANCED,STD,7.6,7,ドーナツホール.png
砂の惑星 feat. HATSUNE MIKU,ADVANCED,STD,7.6,7,砂の惑星 feat. HATSUNE MIKU.png
ロールプレイングゲーム,ADVANCED,STD,7.6,7,ロールプレイングゲーム.png
立ち入り禁止,ADVANCED,STD,7.6,7,立ち入り禁止.png
セツナトリップ,ADVANCED,STD,7.6,7,セツナトリップ.png
Seyana. ～何でも言うことを聞いてくれるアカネチャン～,ADVANCED,STD,7.6,7,Seyana. ～何でも言うことを聞いてくれるアカネチャン～.png
ARROW,ADVANCED,STD,7.6,7,ARROW.png
ルカルカ★ナイトフィーバー,ADVANCED,STD,7.6,7,ルカルカ★ナイトフィーバー.png
トルコ行進曲 - オワタ＼(^o^)／,ADVANCED,STD,7.6,7,トルコ行進曲 - オワタ＼(^o^)／.png
shake it!,ADVANCED,STD,7.6,7,shake it!.png
このふざけた素晴らしき世界は、僕の為にある,ADVANCED,STD,7.6,7,このふざけた素晴らしき世界は、僕の為にある.png
ECHO,ADVANCED,STD,7.6,7,ECHO.png
StargazeR,ADVANCED,STD,7.6,7,StargazeR.png
明星ロケット,ADVANCED,STD,7.6,7,明星ロケット.png
緋色のDance,ADVANCED,STD,7.6,7,緋色のDance.png
天狗の落とし文 feat. ｙｔｒ,ADVANCED,STD,7.6,7,天狗の落とし文 feat. ｙｔｒ.png
Yet Another ”drizzly rain”,ADVANCED,STD,7.6,7,Yet Another ”drizzly rain”.png
お嫁にしなさいっ！,ADVANCED,STD,7.6,7,お嫁にしなさいっ！.png
色は匂へど散りぬるを,ADVANCED,STD,7.6,7,色は匂へど散りぬるを.png
みんなの,ADVANCED,STD,7.6,7,みんなの.png
待チ人ハ来ズ。,ADVANCED,STD,7.6,7,待チ人ハ来ズ。.png
White Traveling Girl,ADVANCED,STD,7.6,7,White Traveling Girl.png
Starlight Dance Floor,ADVANCED,STD,7.6,7,Starlight Dance Floor.png
宿題が終わらないっ！,ADVANCED,STD,7.6,7,宿題が終わらないっ！.png
エテルニタス・ルドロジー,ADVANCED,STD,7.6,7,エテルニタス・ルドロジー.png
Jimang Shot,ADVANCED,STD,7.6,7,Jimang Shot.png
